"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"2697","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30518GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30518GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2698","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30519GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30519GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2699","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30521GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30521GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2700","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30524GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30524GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2701","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30603GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30603GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2702","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30604GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30604GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2703","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30605GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30605GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2704","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30614GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30614GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2705","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30616GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30616GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2706","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30703GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30703GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2707","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30713GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30713GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2708","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30719GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30719GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2709","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30720GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30720GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2710","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30729GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30729GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2711","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30812GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30812GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2712","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30820GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30820GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2713","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30825GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30825GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2714","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30829GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30829GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2715","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30901GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30901GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2716","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30903GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30903GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2717","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30909GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30909GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2718","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30914GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30914GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2719","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30915GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30915GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2720","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30923GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30923GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2721","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30925GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30925GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2722","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30927GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30927GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2723","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST30928GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST30928GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2724","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31009GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31009GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2725","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31010GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31010GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2726","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31017GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31017GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2727","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31028GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31028GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2728","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31103GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31103GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2729","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31104GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31104GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2730","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31106GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31106GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2731","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31109GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31109GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2732","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31116GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31116GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2733","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31129GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31129GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2734","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31208GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31208GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2735","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31209GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31209GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2736","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31213GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31213GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2737","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31218GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31218GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2738","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31221GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31221GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2739","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31226GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31226GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2740","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PP101ST31230GWQ",39.349232,-77.349906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PP101ST31230GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.349232,-77.349906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2741","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0111GWQ",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0111GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2742","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0113",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0113","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2743","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0114",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0114","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2744","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0218",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0218","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2745","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0315",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0315","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2746","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0318",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0318","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2747","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0416",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0416","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2748","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0517GWQ",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0517GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2749","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0520",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0520","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"2750","Peter Pan Run","MDEDAT06_WQX","MDEDAT06_WQX-PPOUTMM0608GWQ",39.338249,-77.34906,"02070009","MDEDAT06_WQX","MDE Private Groups/Local Subdivision Data","MDEDAT06_WQX-PPOUTMM0608GWQ","Peter Pan Run","River/Stream",NA,"02070009",NA,NA,NA,NA,39.338249,-77.34906,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",24,"021",NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
